name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,preferred_foot
Léo Matos,4/2/1986,32,182.88,81.2,"RB,LB,RM",Brazil,76,76,4300000.0,Right
Renan Ribeiro,3/23/1990,28,193.04,87.1,GK,Brazil,76,77,6000000.0,Right
J. Andersen,5/31/1996,22,190.5,89.8,CB,Denmark,76,84,10000000.0,Right
M. Topal,3/3/1986,33,187.96,82.1,"CDM,CB",Turkey,76,76,4400000.0,Right
C. Nkunku,11/14/1997,21,152.4,72.1,"CM,LW,RW",France,76,84,11500000.0,Right
T. Gebre Selassie,12/24/1986,32,154.94,71.2,"RB,RM",Czech Republic,76,76,5000000.0,Right
M. Arambarri,9/30/1995,23,175.26,76.2,"CDM,CM",Uruguay,76,81,8500000.0,Right
A. Hegazi,1/25/1991,28,193.04,94.8,CB,Egypt,76,78,7500000.0,Right
M. Pjaca,5/6/1995,23,185.42,83.0,LW,Croatia,76,83,11000000.0,Right
J. Brekalo,6/23/1998,20,175.26,69.9,"LW,RM,LM,RW",Croatia,76,84,11500000.0,Right
P. Hetemaj,12/12/1986,32,175.26,76.2,"CM,LM",Finland,76,76,6500000.0,Right
N. Sliti,7/27/1992,26,172.72,76.2,"LW,CAM",Tunisia,76,77,9000000.0,Right
F. Montero,7/26/1987,31,175.26,66.2,ST,Colombia,76,76,7500000.0,Right
R. Holding,9/20/1995,23,187.96,74.8,CB,England,76,83,9500000.0,Right
J. McArthur,10/7/1987,31,152.4,66.2,"CM,RM,LM",Scotland,76,76,7000000.0,Right
O. Duda,12/5/1994,24,154.94,73.9,"CAM,CM",Slovakia,76,82,10500000.0,Right
D. Moreno,9/16/1985,33,152.4,78.9,ST,Colombia,76,76,6000000.0,Right
M. Fabián,7/21/1989,29,170.18,64.9,"CAM,RM,CF",Mexico,76,76,8000000.0,Right
L. Christodoulopoulos,12/19/1986,32,182.88,81.2,"LM,RM",Greece,76,76,7000000.0,Right
R. Morrison,2/2/1993,26,175.26,71.2,"CAM,CM",England,76,79,9500000.0,Right
J. Gnagnon,1/13/1997,22,182.88,88.9,CB,France,76,83,9500000.0,Right
Andeson Trigo,2/29/1988,31,175.26,68.0,"LB,LM,CAM",Brazil,76,76,5500000.0,Left
P. Zabaleta,1/16/1985,34,152.4,73.9,RB,Argentina,76,76,3000000.0,Right
F. Neuhaus,3/16/1997,21,182.88,73.9,CM,Germany,76,85,12000000.0,Right
L. Blas,12/31/1997,21,154.94,73.0,"CM,CDM,RM",France,76,86,12500000.0,Left
G. Cano,2/2/1988,31,175.26,72.1,"ST,CAM",Argentina,76,76,7500000.0,Right
I. Brizuela,8/28/1990,28,170.18,66.2,"RM,LW",Mexico,76,76,8000000.0,Right
S. Gigot,10/12/1993,25,187.96,83.0,CB,France,76,81,8500000.0,Right
P. Guiñazú,8/26/1978,40,175.26,68.0,"CDM,CM",Argentina,76,76,525000.0,Left
Jaume,11/5/1990,28,185.42,73.0,GK,Spain,76,77,6000000.0,Right
S. Denswil,5/7/1993,25,185.42,81.2,CB,Netherlands,76,80,8500000.0,Left
K. Tierney,6/5/1997,21,152.4,78.0,"LB,LWB,LM",Scotland,76,86,11000000.0,Left
Aday Benítez,12/16/1987,31,152.4,74.8,"LWB,RWB",Spain,76,76,5500000.0,Right
A. Hunt,9/4/1986,32,182.88,73.0,"CAM,RM,CM",Germany,76,76,7000000.0,Left
R. Durmisi,1/8/1994,25,167.64,67.1,"LB,LWB",Denmark,76,81,8500000.0,Left
B. Sarr,1/31/1992,27,152.4,64.9,"RB,RM",France,76,77,7500000.0,Right
M. Antenucci,9/8/1984,34,152.4,76.2,"ST,CF",Italy,76,76,4800000.0,Right
J. Forrest,7/7/1991,27,175.26,77.1,"RM,RWB",Scotland,76,76,8500000.0,Right
D. Pelkas,10/26/1993,25,152.4,73.0,"CAM,RM,LM,CM",Greece,76,79,10000000.0,Right
J. Grealish,9/10/1995,23,175.26,68.0,"CAM,CM",England,76,84,11500000.0,Right
Camarasa,5/28/1994,24,182.88,76.2,"CM,RM,CAM",Spain,76,82,10500000.0,Right
Y. Mvogo,6/6/1994,24,190.5,89.8,GK,Switzerland,76,81,7500000.0,Right
Y. Kobayashi,9/23/1987,31,152.4,72.1,"ST,RM,CAM",Japan,76,76,7500000.0,Right
M. Diakhaby,12/19/1996,22,193.04,78.0,CB,France,76,82,9000000.0,Right
C. Kouyaté,12/21/1989,29,187.96,83.0,"CDM,CM",Senegal,76,76,6000000.0,Right
Alex Berenguer,7/4/1995,23,175.26,73.0,"LM,LWB",Spain,76,81,10500000.0,Right
W. Morgan,1/21/1984,35,185.42,101.2,CB,Jamaica,76,76,2300000.0,Right
A. Cresswell,12/15/1989,29,175.26,66.2,LB,England,76,76,6000000.0,Left
V. Koziello,10/28/1995,23,167.64,58.1,"CM,CDM",France,76,82,10500000.0,Right
Nelsildo Reis,2/29/1988,31,190.5,88.0,GK,Brazil,76,76,4900000.0,Right
O. Romero,7/4/1992,26,175.26,73.9,"RM,CAM,LM",Paraguay,76,77,9000000.0,Left
Fred Aníbão,2/29/1992,27,193.04,89.8,GK,Brazil,76,76,5500000.0,Right
Aritz Elustondo,3/28/1994,24,154.94,71.2,"CB,RB",Spain,76,80,8500000.0,Right
C. Biraghi,9/1/1992,26,185.42,78.0,"LB,LM",Italy,76,78,7500000.0,Left
N. Viergever,8/3/1989,29,182.88,77.1,"CB,LB",Netherlands,76,77,7000000.0,Left
G. Cabral,10/14/1985,33,182.88,81.2,CB,Argentina,76,76,4400000.0,Right
Rafinha,9/7/1985,33,172.72,68.0,"RB,LB",Brazil,76,76,4300000.0,Right
A. Ndiaye Diedhiou,7/16/1996,22,172.72,63.0,LM,Senegal,76,85,12000000.0,Right
F. Roncaglia,2/10/1987,32,152.4,76.2,"CB,RB,LB",Argentina,76,76,5000000.0,Right
P. Aguilar,4/2/1987,31,154.94,79.8,CB,Paraguay,76,76,5000000.0,Right
W. Reid,7/3/1988,30,190.5,87.1,CB,New Zealand,76,76,6000000.0,Right
Rubén Blanco,7/25/1995,23,187.96,69.9,GK,Spain,76,83,8000000.0,Right
S. Kverkvelia,2/6/1992,27,195.58,87.1,CB,Georgia,76,79,8000000.0,Right
R. Brady,1/14/1992,27,152.4,77.1,"LM,LB",Republic of Ireland,76,76,8500000.0,Left
W. Vainqueur,11/19/1988,30,152.4,73.0,CDM,France,76,76,6000000.0,Right
O. Toivonen,7/3/1986,32,193.04,78.0,"ST,CAM,CF",Sweden,76,76,7000000.0,Right
F. Bustos,4/28/1996,22,167.64,66.2,"RB,LB",Argentina,76,83,9000000.0,Right
T. Baumgartl,3/4/1996,23,190.5,88.9,"CB,RB",Germany,76,81,8500000.0,Right
L. Unnerstall,7/20/1990,28,198.12,103.0,GK,Germany,76,78,6000000.0,Right
A. Ranocchia,2/16/1988,31,195.58,81.2,CB,Italy,76,76,5500000.0,Right
C. Salcedo,9/29/1993,25,187.96,77.1,CB,Mexico,76,80,8500000.0,Right
F. Guilbert,12/24/1994,24,152.4,69.9,"RB,RM,RWB",France,76,82,9000000.0,Right
V. Eysseric,3/25/1992,26,154.94,73.0,"LW,RW",France,76,77,9000000.0,Right
B. Embolo,2/14/1997,22,185.42,86.2,"ST,RW",Switzerland,76,85,12000000.0,Right
Y. Sabaly,3/5/1993,26,172.72,67.1,"RB,LB",Senegal,76,79,8000000.0,Right
A. Thomasson,12/10/1993,25,152.4,72.1,"CAM,CM,CF",France,76,78,9500000.0,Right
Y. Karamoh,7/8/1998,20,185.42,77.1,"RM,RW",France,76,85,11500000.0,Right
M. Maignan,7/3/1995,23,190.5,88.9,GK,France,76,84,8500000.0,Right
Vieirinha,1/24/1986,33,172.72,69.9,"LB,RM",Portugal,76,76,4300000.0,Right
B. Santamaria,3/9/1995,24,182.88,73.0,"CDM,CM",France,76,81,8500000.0,Right
D. Quintero,9/19/1987,31,165.1,66.2,"CF,ST,CAM",Colombia,76,76,7500000.0,Right
N. Castillo,2/14/1993,26,152.4,81.2,ST,Chile,76,79,10000000.0,Right
J. Allen,3/14/1990,28,167.64,62.1,"CM,CAM",Wales,76,76,7500000.0,Right
D. Zagadou,6/3/1999,19,195.58,89.8,"CB,LB",France,76,85,10000000.0,Left
F. Tait,2/2/1993,26,175.26,69.9,"LW,LM,CM",France,76,77,9000000.0,Right
T. Koubek,8/26/1992,26,198.12,94.8,GK,Czech Republic,76,79,7000000.0,Right
E. Balanta,2/28/1993,26,154.94,83.9,"CB,CDM",Colombia,76,80,8500000.0,Left
L. Rodríguez,1/1/1985,34,167.64,71.2,"ST,CAM,CF",Argentina,76,76,4800000.0,Right
S. Bamba,1/13/1985,34,190.5,86.2,CB,Ivory Coast,76,76,3100000.0,Right
K. Piątek,7/1/1995,23,182.88,77.1,ST,Poland,76,82,10500000.0,Right
A. Petagna,6/30/1995,23,190.5,84.8,ST,Italy,76,81,10500000.0,Left
Koo Ja Cheol,2/27/1989,30,182.88,78.9,"CAM,CM,RM",Korea Republic,76,76,7500000.0,Right
D. Dumfries,4/18/1996,22,187.96,79.8,RB,Netherlands,76,81,8500000.0,Right
C. Gentner,8/14/1985,33,187.96,81.2,"CM,CDM,CAM,RM",Germany,76,76,6000000.0,Right
E. Valencia,11/4/1989,29,152.4,76.2,"ST,RW",Ecuador,76,76,8000000.0,Right
Iturraspe,3/8/1989,30,187.96,78.0,"CM,CDM",Spain,76,76,7500000.0,Right
S. Bocchetti,11/30/1986,32,185.42,86.2,CB,Italy,76,76,5000000.0,Left
D. Brosinski,7/17/1988,30,152.4,69.9,"RB,LB,RWB",Germany,76,76,6000000.0,Right
S. Blanco,3/15/1988,30,167.64,64.0,"LM,CAM,CF,RM",Argentina,76,76,7500000.0,Right
Iván Alejo,2/10/1995,24,182.88,76.2,"RM,LM",Spain,76,80,10000000.0,Right
Eric Botteghin,8/31/1987,31,190.5,88.9,CB,Brazil,76,76,5500000.0,Right
I. Konaté,5/25/1999,19,193.04,93.0,CB,France,76,84,9500000.0,Right
A. Paschalakis,7/28/1989,29,198.12,92.1,GK,Greece,76,77,6000000.0,Right
Y. Mutō,7/15/1992,26,152.4,72.1,"ST,CF",Japan,76,79,10000000.0,Right
H. Badstuber,3/13/1989,29,190.5,83.9,"CB,CDM",Germany,76,76,6000000.0,Left
L. Acosta,3/14/1988,30,170.18,67.1,"LW,RW,ST",Argentina,76,76,7500000.0,Right
J. Palomino,1/5/1990,29,187.96,87.1,CB,Argentina,76,76,6000000.0,Left
S. Zuber,8/17/1991,27,182.88,78.9,"LWB,LM,LB,CM",Switzerland,76,77,7500000.0,Right
Emilio Piodão,2/29/1992,27,152.4,78.0,"CDM,CM",Brazil,76,76,6500000.0,Right
L. Zuffi,3/27/1990,28,154.94,69.9,"CDM,CM,CAM",Switzerland,76,77,7000000.0,Left
R. Steffen,11/3/1991,27,170.18,64.9,"RW,LM,RM",Switzerland,76,76,8500000.0,Left
H. Nordtveit,6/21/1990,28,187.96,83.0,"CB,CDM,RB",Norway,76,77,7000000.0,Right
F. Klaus,9/13/1992,26,154.94,78.9,"RM,LM,LW",Germany,76,77,9000000.0,Right
S. Taïder,2/29/1992,27,154.94,78.0,"CM,CDM",Algeria,76,78,9000000.0,Right
Rúben Vezo,4/25/1994,24,182.88,79.8,"CB,RB",Portugal,76,81,8500000.0,Right
Dênildo Stein,2/29/1988,31,154.94,71.2,"ST,CF",Brazil,76,76,7500000.0,Left
Joelinton,8/14/1996,22,185.42,82.1,"ST,CAM",Brazil,76,83,11000000.0,Right
A. Samaris,6/13/1989,29,187.96,83.9,"CDM,CM",Greece,76,76,6000000.0,Right
D. Gayle,10/17/1990,28,175.26,78.0,"ST,LW",England,76,76,8000000.0,Right
Beto,5/1/1982,36,182.88,81.2,GK,Portugal,76,76,1000000.0,Right
D. Chygrynskyi,11/7/1986,32,187.96,84.8,CB,Ukraine,76,76,5000000.0,Right
C. Erkin,10/4/1988,30,154.94,72.1,"LB,LM",Turkey,76,76,6000000.0,Left
I. Slimani,6/18/1988,30,187.96,83.0,ST,Algeria,76,76,7500000.0,Right
C. Vargas,3/9/1989,29,185.42,79.8,GK,Colombia,76,77,6000000.0,Left
S. Proto,5/23/1983,35,182.88,73.9,GK,Belgium,76,76,1800000.0,Right
E. Palacios,10/5/1998,20,152.4,66.2,"CM,RM,CAM",Argentina,76,86,12000000.0,Right
A. Westwood,4/1/1990,28,175.26,73.0,CM,England,76,76,7500000.0,Right
P. Mantalos,8/31/1991,27,175.26,73.0,"CAM,CM,RM",Greece,76,77,9000000.0,Right
B. Dzsudzsák,12/23/1986,32,152.4,72.1,"LM,RM",Hungary,76,76,,Left
K. Laimer,5/27/1997,21,154.94,72.1,"CM,RB",Austria,76,83,11000000.0,Right
L. Sigali,5/29/1987,31,154.94,72.1,CB,Argentina,76,76,5000000.0,Right
I. Opara,2/21/1989,30,187.96,82.1,CB,United States,76,76,6000000.0,Right
S. Widmer,3/5/1993,26,182.88,78.9,"RB,RM",Switzerland,76,78,7500000.0,Right
J. Cuadrado,6/1/1985,33,154.94,79.8,GK,Colombia,76,76,3900000.0,Right
Yoel,8/28/1988,30,185.42,78.0,GK,Spain,76,76,5000000.0,Right
A. Meret,3/22/1997,21,190.5,83.0,GK,Italy,76,89,12000000.0,Left
A. Gray,6/26/1991,27,154.94,78.0,ST,England,76,77,9000000.0,Right
A. Diaby,5/21/1991,27,172.72,71.2,"RW,ST",Mali,76,76,8000000.0,Left
C. Clark,9/26/1989,29,185.42,88.0,CB,Republic of Ireland,76,77,7000000.0,Left
C. Borges,5/27/1988,30,187.96,78.0,"CDM,CM",Costa Rica,76,76,5500000.0,Right
K. Dolberg,10/6/1997,21,187.96,83.0,ST,Denmark,76,85,12000000.0,Right
P. van Aanholt,8/29/1990,28,175.26,67.1,LB,Netherlands,76,76,6500000.0,Left
J. Locadia,11/7/1993,25,185.42,87.1,"ST,LW",Netherlands,76,79,10000000.0,Right
Gil,6/12/1987,31,193.04,87.1,CB,Brazil,76,76,5000000.0,Right
Y. Ōsako,5/18/1990,28,182.88,71.2,"CF,ST,CAM",Japan,76,76,8000000.0,Right
Rubén Duarte,10/18/1995,23,154.94,74.8,LB,Spain,76,81,8500000.0,Left
M. de Roon,3/29/1991,27,185.42,76.2,"CM,CDM",Netherlands,76,76,8000000.0,Right
S. Tshabalala,9/25/1984,34,170.18,64.9,"LM,RM,CAM,LW",South Africa,76,76,4700000.0,Left
André Simões,12/16/1989,29,152.4,73.9,"CDM,CM",Portugal,76,76,6000000.0,Right
R. Pizarro,2/15/1994,25,175.26,71.2,"CAM,LM,CM",Mexico,76,80,10000000.0,Right
N. Chalobah,12/12/1994,24,185.42,76.2,"CDM,CM",England,76,81,8500000.0,Right
M. Darmian,12/2/1989,29,182.88,69.9,"LB,RB",Italy,76,76,6000000.0,Right
B. Ndiaye,10/27/1990,28,154.94,76.2,"CM,CDM,CAM",Senegal,76,76,8000000.0,Right
André Pinto,10/5/1989,29,193.04,86.2,CB,Portugal,76,76,6000000.0,Right
Soldado,5/27/1985,33,154.94,73.9,ST,Spain,76,76,4800000.0,Right
Naldo,8/25/1988,30,187.96,79.8,CB,Brazil,76,76,6000000.0,Right
G. Fernández,10/11/1991,27,152.4,74.8,"CAM,LM",Argentina,76,77,9000000.0,Right
Carles Planas,3/4/1991,28,172.72,76.2,"LB,LWB",Spain,76,77,7000000.0,Left
Diego Mariño,5/9/1990,28,187.96,77.1,GK,Spain,76,77,6000000.0,Right
E. Mangala,2/13/1991,28,187.96,83.9,CB,France,76,78,7500000.0,Left
C. Hérelle,8/22/1992,26,187.96,74.8,CB,France,76,79,8000000.0,Right
J. Rodriguez,7/29/1989,29,185.42,83.9,ST,England,76,76,8000000.0,Right
L. Magallán,9/27/1993,25,185.42,83.0,CB,Argentina,76,81,8500000.0,Right
E. Vargas,11/20/1989,29,175.26,81.2,"ST,CAM",Chile,76,76,8000000.0,Right
Y. Salibur,1/24/1991,28,152.4,76.2,RM,France,76,76,8000000.0,Left
H. Onyekuru,6/5/1997,21,175.26,59.0,"LM,ST",Nigeria,76,86,12500000.0,Right
J. Bamba,3/26/1996,22,175.26,72.1,"LM,ST,RM",France,76,85,12000000.0,Right
Ki Sung Yueng,1/24/1989,30,187.96,74.8,"CM,CDM",Korea Republic,76,76,7500000.0,Right
Josué,9/17/1990,28,175.26,74.8,"CAM,RM",Portugal,76,76,8000000.0,Left
G. Töre,1/20/1992,27,175.26,69.9,"RM,LM",Turkey,76,76,8500000.0,Left
T. Rogić,12/16/1992,26,187.96,88.0,"CAM,CM",Australia,76,79,9500000.0,Left
Claudemir,3/27/1988,30,185.42,72.1,"CM,CDM",Brazil,76,76,7000000.0,Right
O. El Kaddouri,8/21/1990,28,185.42,82.1,"CAM,CM",Morocco,76,76,8000000.0,Right
F. Di Francesco,6/14/1994,24,170.18,74.8,"LW,RW",Italy,76,79,10000000.0,Right
L. Rupp,1/8/1991,28,152.4,73.0,"CM,RM",Germany,76,76,8000000.0,Right
N. Nández,12/28/1995,23,172.72,72.1,"CM,CDM,RM",Uruguay,76,85,11500000.0,Right
David Seijalbo,2/29/1984,35,175.26,76.2,CDM,Brazil,76,76,2300000.0,Left
Alexo Baia,2/29/1988,31,175.26,71.2,"RB,RW",Brazil,76,76,5500000.0,Right
L. Teodorczyk,6/3/1991,27,187.96,86.2,ST,Poland,76,77,9000000.0,Right
A. Carroll,1/6/1989,30,193.04,78.9,ST,England,76,76,7500000.0,Left
Lucas Lima,10/10/1991,27,152.4,76.2,"LB,LM",Brazil,76,77,7500000.0,Left
G. Moreno,7/1/1986,32,193.04,83.0,"CAM,CM,ST",Colombia,76,76,6000000.0,Left
Embarba,5/7/1992,26,172.72,66.2,"RM,ST,LM",Spain,76,77,9000000.0,Right
Vicente Gómez,8/31/1988,30,187.96,78.0,"CM,CDM,CAM",Spain,76,76,7500000.0,Left
V. Berisha,2/7/1993,26,175.26,69.9,"LM,CM,CAM",Kosovo,76,77,9000000.0,Right
Júnior Moraes,4/4/1987,31,175.26,69.9,ST,Brazil,76,76,7000000.0,Right
Ayoze Pérez,7/29/1993,25,152.4,72.1,"CF,CAM",Spain,76,81,10500000.0,Right
R. Marin,5/23/1996,22,175.26,69.9,"CM,CDM",Romania,76,82,10500000.0,Right
K. Malcuit,7/31/1991,27,152.4,77.1,"RB,RM",France,76,77,7500000.0,Right
F. Bartels,2/7/1987,32,175.26,68.9,"RM,CF,LM",Germany,76,76,7000000.0,Right
Dani Olmo,5/7/1998,20,152.4,72.1,"CAM,LM,CM",Spain,76,85,12000000.0,Right
O. Duarte,6/3/1989,29,185.42,81.2,"CB,CDM",Costa Rica,76,76,6000000.0,Right
G. Conti,7/3/1994,24,193.04,79.8,CB,Argentina,76,82,9000000.0,Right
Héldon,11/14/1988,30,175.26,66.2,"LM,RM",Cape Verde,76,76,7500000.0,Right
D. Boyko,1/29/1988,31,193.04,82.1,GK,Ukraine,76,76,4900000.0,Right
D. D'Ambrosio,9/9/1988,30,154.94,74.8,"RB,LB",Italy,76,76,6000000.0,Right
J. Jankto,1/19/1996,23,154.94,73.9,"CM,LM",Czech Republic,76,85,11500000.0,Left
P. Bargfrede,3/3/1989,30,175.26,71.2,CDM,Germany,76,76,6000000.0,Right
M. Casco,4/11/1988,30,170.18,68.9,"LB,RB",Argentina,76,76,5500000.0,Right
M. Uribe,3/21/1991,27,182.88,71.2,"CM,CDM,RM",Colombia,76,77,8500000.0,Right
M. Livaja,8/26/1993,25,182.88,83.9,"ST,CAM",Croatia,76,80,10000000.0,Right
João Novais,7/10/1993,25,182.88,77.1,"CM,CAM,RM,LM",Portugal,76,79,9500000.0,Right
M. Lopez,12/4/1997,21,167.64,58.1,"CM,CDM",France,76,82,10500000.0,Right
T. Cleverley,8/12/1989,29,175.26,67.1,"CM,CAM",England,76,76,7500000.0,Right
I. Popov,10/26/1987,31,182.88,77.1,"CAM,ST",Bulgaria,76,76,,Right
A. Halilović,6/18/1996,22,170.18,68.9,"RM,CAM",Croatia,76,83,11000000.0,Left
Dalbert,9/8/1993,25,154.94,69.9,LB,Brazil,76,80,8500000.0,Left
Borja Mayoral,4/5/1997,21,182.88,73.9,ST,Spain,76,84,11500000.0,Right
Gomes,2/15/1981,38,190.5,94.8,GK,Brazil,76,76,525000.0,Right
Alan Kardec,1/12/1989,30,185.42,79.8,"ST,RW,LW",Brazil,76,76,7500000.0,Right
A. Barnes,10/30/1989,29,185.42,83.9,ST,Austria,76,76,8000000.0,Right
E. Andrada,1/26/1991,28,193.04,81.2,GK,Argentina,76,79,6500000.0,Right
A. Nagy,6/17/1995,23,152.4,73.9,CDM,Hungary,76,83,9500000.0,Right
B. Dočkal,9/30/1988,30,182.88,72.1,"CAM,CM",Czech Republic,76,76,7500000.0,Right
S. Rode,10/11/1990,28,152.4,74.8,"CDM,CM",Germany,76,77,7500000.0,Right
R. Knoche,5/22/1992,26,190.5,77.1,CB,Germany,76,79,8000000.0,Right
F. Acheampong,10/16/1993,25,165.1,59.9,ST,Ghana,76,81,10500000.0,Left
Y. Gerhardt,3/13/1994,24,182.88,81.2,"CM,LB,LM",Germany,76,82,10500000.0,Left
M. Esser,11/22/1987,31,198.12,97.1,GK,Germany,76,76,4900000.0,Right
D. Ings,7/23/1992,26,152.4,73.0,ST,England,76,78,9500000.0,Right
J. Izquierdo,7/7/1992,26,170.18,74.8,LM,Colombia,76,77,9000000.0,Right
Jesé,2/26/1993,26,152.4,72.1,"LM,ST",Spain,76,77,9000000.0,Right
A. Touré,3/3/1994,25,187.96,83.9,"CDM,CM",France,76,79,8000000.0,Right
J. Sosa,6/19/1985,33,152.4,71.2,"CM,CAM",Argentina,76,76,4500000.0,Right
S. Langkamp,1/15/1988,31,190.5,84.8,CB,Germany,76,76,5500000.0,Right
V. Germain,4/17/1990,28,154.94,73.0,ST,France,76,76,8000000.0,Right
E. Çolak,5/20/1991,27,170.18,67.1,"CAM,RM",Turkey,76,76,8000000.0,Left
Juanmi,5/20/1993,25,172.72,68.9,"LW,ST,LM,CAM",Spain,76,79,9500000.0,Right
D. Zurutuza,7/19/1986,32,185.42,78.9,"CM,CDM",France,76,76,6500000.0,Right
J. Hopf,6/16/1987,31,193.04,93.9,GK,Sweden,76,76,4700000.0,Right
M. Holgate,10/22/1996,22,182.88,74.8,"CB,RB",England,76,82,9000000.0,Right
G. Escalante,3/27/1993,25,182.88,74.8,"CDM,CM",Argentina,77,82,10000000.0,Right
M. Weiser,4/21/1994,24,152.4,71.2,"RB,RM",Germany,77,82,10000000.0,Right
A. Schöpf,2/7/1994,25,152.4,73.9,"RM,RWB,RW,CM",Austria,77,80,11500000.0,Right
Aleix Vidal,8/21/1989,29,152.4,69.9,"RB,RM",Spain,77,77,7000000.0,Right
P. Schick,1/24/1996,23,185.42,73.0,"ST,CF,RW",Czech Republic,77,85,13500000.0,Left
S. Berge,2/18/1998,21,195.58,93.9,"CDM,CM",Norway,77,86,12000000.0,Right
D. Janmaat,7/22/1989,29,185.42,79.8,"RB,RWB",Netherlands,77,77,7000000.0,Right
Otávio,5/4/1994,24,175.26,73.0,CDM,Brazil,77,82,10000000.0,Right
G. González,2/8/1988,31,185.42,77.1,CB,Costa Rica,77,77,6500000.0,Right
C. Ansaldi,9/20/1986,32,154.94,76.2,"LM,LB",Argentina,77,77,8000000.0,Left
F. Andone,4/11/1993,25,154.94,78.0,ST,Romania,77,81,11500000.0,Right
Tozé,1/14/1993,26,165.1,68.0,"RM,CAM,CM",Portugal,77,78,10500000.0,Right
B. Natcho,2/18/1988,31,152.4,74.8,"CM,CDM",Israel,77,77,8000000.0,Right
A. Barák,12/3/1994,24,190.5,86.2,"CM,CAM",Czech Republic,77,84,12500000.0,Left
N. Domínguez,4/9/1990,28,182.88,81.2,"CDM,CB",Argentina,77,78,8000000.0,Right
F. Higuaín,10/25/1984,34,172.72,74.8,CAM,Argentina,77,77,5500000.0,Right
L. Podolski,6/4/1985,33,182.88,83.0,"CAM,ST",Germany,77,77,5500000.0,Left
D. Kohr,1/31/1994,25,185.42,81.2,"CDM,CM",Germany,77,80,9500000.0,Right
R. Funes Mori,3/5/1991,28,185.42,78.9,"CB,CM",Argentina,77,78,8500000.0,Left
J. Maidana,7/29/1985,33,185.42,79.8,CB,Argentina,77,77,5000000.0,Right
Bruno Viana,2/5/1995,24,187.96,78.9,CB,Brazil,77,83,10500000.0,Right
C. Ortíz,1/26/1989,30,175.26,69.9,"CDM,CM",Paraguay,77,77,7000000.0,Left
F. Grillitsch,8/7/1995,23,187.96,77.1,"CM,CDM",Austria,77,82,11500000.0,Right
F. Orellana,1/27/1986,33,167.64,64.0,"RM,CAM,LM",Chile,77,77,7000000.0,Right
S. Lainer,8/27/1992,26,175.26,73.0,RB,Austria,77,79,9000000.0,Right
Vieirundinho,2/29/1988,31,187.96,83.9,CB,Brazil,77,77,6500000.0,Right
Angeliño,1/4/1997,22,175.26,68.9,LB,Spain,77,83,10500000.0,Left
J. Cork,6/25/1989,29,182.88,74.8,CM,England,77,77,8500000.0,Right
G. Clichy,7/26/1985,33,175.26,64.9,LB,France,77,77,4900000.0,Left
O. Abdulrahman,9/20/1991,27,172.72,59.9,CAM,United Arab Emirates,77,78,10500000.0,Left
D. Latza,12/7/1989,29,152.4,76.2,"CM,CDM",Germany,77,77,9000000.0,Right
Tomás Pina,10/14/1987,31,185.42,74.8,"CM,CDM",Spain,77,77,8000000.0,Right
D. Buonanotte,4/19/1988,30,160.02,57.2,CAM,Argentina,77,77,8500000.0,Left
Jony,7/9/1991,27,152.4,76.2,"LM,RM",Spain,77,77,9500000.0,Left
Sergio,8/3/1986,32,152.4,74.8,GK,Spain,77,77,5500000.0,Right
I. Radovanović,8/29/1988,30,187.96,79.8,"CDM,CM,CB",Serbia,77,77,7000000.0,Right
E. Ünal,5/10/1997,21,185.42,74.8,ST,Turkey,77,83,12500000.0,Right
F. Cartabia,1/20/1993,26,170.18,64.9,"RM,ST,CAM",Argentina,77,78,10500000.0,Left
P. Max,9/30/1993,25,152.4,77.1,"LB,LWB",Germany,77,80,9500000.0,Left
F. Kamano,5/2/1996,22,175.26,77.1,"LW,LM",Guinea,77,82,12000000.0,Right
G. Ochoa,7/13/1985,33,185.42,78.0,GK,Mexico,77,77,5000000.0,Right
M. Doherty,1/16/1992,27,182.88,88.9,RWB,Republic of Ireland,77,78,8500000.0,Right
S. Aziz,10/23/1990,28,182.88,78.9,CB,Turkey,77,79,8500000.0,Right
L. Augustinsson,4/21/1994,24,154.94,72.1,LB,Sweden,77,82,10000000.0,Left
Carlos Eduardo,10/17/1989,29,182.88,73.9,"CAM,ST,CF,CM",Brazil,77,77,9000000.0,Right
M. Jørgensen,4/23/1990,28,190.5,84.8,CB,Denmark,77,79,8500000.0,Right
Sidcley,5/13/1993,25,175.26,74.8,"LB,LM",Brazil,77,80,9000000.0,Left
L. Acosta,5/31/1994,24,160.02,60.8,"CAM,CM",Argentina,77,81,11500000.0,Right
I. Bebou,4/23/1994,24,182.88,77.1,"RM,ST",Togo,77,81,11500000.0,Right
K. Mbabu,4/19/1995,23,182.88,83.0,RB,Switzerland,77,83,10000000.0,Right
A. Delort,10/9/1991,27,154.94,83.0,"ST,RW",France,77,78,10500000.0,Right
Cote,9/5/1989,29,182.88,77.1,LB,Spain,77,77,7000000.0,Left
V. Fischer,6/9/1994,24,154.94,79.8,"LM,ST",Denmark,77,81,11500000.0,Right
P. Herrmann,2/12/1991,28,152.4,69.9,"RM,RW",Germany,77,77,9500000.0,Right
J. Villar,6/30/1977,41,154.94,84.8,GK,Paraguay,77,77,,Right
K. Mitroglou,3/12/1988,30,187.96,86.2,ST,Greece,77,77,8500000.0,Left
